_ID_;_NAME_;_MODEL_
2073;"Schilke 7B4 Мундштук для трубы";2002
2074;"Vincent Bach ""Artisan"" A4511HB Мундштук для трубы, размер 1- 1/2 B";958
2075;"Vincent Bach ""Artisan"" A4513C Мундштук для трубы, размер 3C";960
2076;"Schilke 6A4a Мундштук для трубы";2001
2077;"Schilke 10A4 Мундштук для трубы";2008
2078;"Schilke 11A Мундштук для трубы";2010
2079;"Schilke 10A4a Мундштук для трубы";2007
2080;"Schilke 5A4 Мундштук для трубы";2000
2081;"Schilke 10B4 Мундштук для трубы";2009
2082;"Schilke 12A4 Мундштук для трубы";2012
2083;"Schilke 9C4 Мундштук для трубы";2006
2084;"Kelly TU18HG Мундштук для тубы 18";1611
2085;"BG A43 Стойка для гобоя";1041
2086;"Hercules DS502B Дополнительное крепление для флейты";684
2087;"BG A44 Стойка для английского рожка";1042
2088;"Konig&Meyer 15700-000-01 Держатель для трубы";1037
2089;"BSX Стойка для трубы";1680
2090;"BSX Стойка для флейты";1681
2091;"Konig&Meyer 15210-000-55 Стойка для трубы и корнета";1027
2092;"Konig&Meyer 15232-000-55 Стойка для флейты";1032
2093;"Konig&Meyer 15262-000-55 Стойка для флейты пикколо или сопрано";1034
2094;"Konig&Meyer 15222-000-55 Стойка для кларнета Вb";1030
2095;"Hercules DS410B Компактная стойка для трубы";680
2102;"Hercules DS550B Стойка для Валторны";689
2103;"Konig&Meyer 15213-000-55 Стойка для трубы и корнета";1028
2104;"Hercules DS560B Стойка для бас-кларнета";1800
2105;"Konig&Meyer 15227-000-55 Стойка для кларнета А или Вb";1031
2106;"Konig&Meyer 15140-013-55 Стойка для валторны";1026
2108;"Hercules DS561B Стойка для бас-кларнета или фагота";691
2109;"Konig&Meyer 15060-011-55 Усиленная стойка для бас кларнета";1025
2110;"Konig&Meyer 14920-000-02 Стойка для оркестровых инструментов: альта, тенора или баритона";1014
2111;"Konig&Meyer 14941-000-55 Стойка для оркестровых инструментов: баритонов и теноров";1016
2112;"Proel LF400 Стойка для альт или тенор саксофона";1932
2113;"Hercules DS530BB Стойка для Альт или Тенор саксофона";686
2114;"Konig&Meyer 14300-000-55 Стойка для альт или тенор саксофонов";1003
2115;"Hercules DS630BB Стойка для альт или тенор саксофона";692
2116;"Konig&Meyer 15290-000-55 Стойка для сопрано саксофона";1036
2117;"Konig&Meyer 14340-000-55 Стойка для альт саксофона Saxxy";1008
2118;"Hercules DS532BB Стойка для альт или тенор саксофона и кларнета или флейты";687
2119;"Hercules DS431B Компактная стойка для альт саксофона";682
2120;"Konig&Meyer 14315-000-55 Стойка для изогнутого сопрано саксофона";1004
2121;"Konig&Meyer 14360-001-55 Стойка для альт саксофона Midge";1010
2122;"Hercules DS432B Компактная стойка для тенор саксофона";683
2123;"Konig&Meyer 14365-000-55 Стойка для тенор саксофона Midge";1011
2124;"Konig&Meyer 14985-000-55 Стойка для тенор тромбона";1021
2125;"Konig&Meyer 14990-000-55 Стойка для альт или тенор тромбона";1022
2126;"Hercules DS420B Компактная стойка для тромбона";681
2127;"Konig&Meyer 14910-013-55 Стойка для бас тромбона";1013
2128;"Hercules DS510BB Стойка для трубы";1799
2129;"Konig&Meyer15240-000-55 Стойка для флюгельгорна";1033
2130;"Konig&Meyer 15217-000-55 Стойка для трубы или корнета";1029
2131;"Hercules DS520B Стойка для тромбона";685
2132;"Hercules DS552B Стойка для тубы";690
2133;"Konig&Meyer 15270-000-55 Стойка для тромбона";1035
2134;"Konig&Meyer 14950-000-55 Подставка для игры на тубе сидя";1018
2135;"Konig&Meyer 14952-000-55 Подставка для игры на тубе сидя, для детей";1020
2136;"Hercules DS513B Стойка для трубы или корнета и флюгельгорна";1796
2137;"Konig&Meyer 14951-000-55 Подставка для игры на тубе стоя";1019
2138;"Konig&Meyer 14940-000-55 Стойка для тубы";1015
2139;"Konig&Meyer 15010-011-55 Стойка для фагота";1023
2140;"Konig&Meyer 14945-000-55 Стойка для тубы";1017
2141;"Konig&Meyer 18020-000-55 Стойка для гобоя";1040
2142;"Konig&Meyer 15045-011-55 Усиленная стойка для контрфагота";1024
2143;"Dunlop НЕ58 Ершик для саксофона";1689
2144;"Dunlop НЕ56 Впитывающая салфетка с ершиком для саксофона";1682
2156;"BRAHNER XPJ-02 Лира для саксофона";696
2157;"BG S30M Шейный ремень Standard для альт или тенор саксофона";638
2158;"GEWA 756465 Универсальная щетка для эса саксофона S-BOW";539
2159;"BG A65S Микрофибра для протирки подушек саксофона";220
2160;"Conn-Selmer 572 Лира для альт или тенор саксофона";669
2162;"BG S30SH Шейный ремень Standard для альт или тенор саксофона";639
2213;"Brahner AS405 B Саксофон альт Eb";1313
2214;"Brahner AS105 A Саксофон альт Eb";1312
2215;"Brahner SS-700 Саксофон сопрано Bb";1316
2216;"Brahner SSC-950 Саксофон-сопрано Bb";1315
2217;"Brahner SS-701S Саксофон сопрано Bb";1317
2218;"Brahner AS-350S Саксофон альт Eb";1311
2219;"Brahner TS-206 Саксофон тенор Bb";1319
2220;"Brahner TS-248S Саксофон-тенор Bb";1318
2221;"Amati AAS 33-OT Саксофон-альт Eb";1306
2222;"Amati AAS 63P-O Саксофон альт Eb";1305
2223;"Amati AAS 33BZ-OT Саксофон-альт Eb";1302
2224;"Brahner BS-223G Саксофон баритон Bb";1314
2225;"Amati AAS 63-OT Саксофон альт Eb";1303
2226;"Amati ATS 33-OT Саксофон тенор Bb";1309
2227;"Amati AAS 63CU-O Саксофон альт Eb";1304
2228;"Amati AAS 33SN-OT Саксофон-альт Eb";1307
2229;"Conn CAS180 Саксофон-альт Eb";1326
2230;"Amati ATS 63-O Саксофон тенор Bb";1310
2231;"Amati ASS 62-OK Саксофон альт Eb";1301
2232;"Conn 27M Саксофон-альт Eb";1325
2233;"Amati ASS 63-OK Саксофон сопрано Bb";1308
2234;"Conn CSS280R Саксофон-сопрано Bb";1328
2235;"Conn CTS280RS Саксофон-тенор Bb";1329
2236;"Buffet Crampon BC8101-1-0 Альт саксофон Eb";1320
2237;"Conn CBS280R Саксофон-баритон Eb";1327
2238;"Buffet Crampon BC8401-1-0 Альт саксофон Eb";1321
2239;"Buffet Crampon BC8402-1-0 Тенор саксофон Bb";1322
2240;"Buffet Crampon BC8403-1-0 Баритон саксофон Eb";1324
2241;"Buffet Crampon BC8402-4-0 Тенор саксофон Bb";1323
2242;"J.Keilwerth SC2000-1-0 Саксофон-альт Eb";1331
2243;"J.Keilwerth SC3000-1-0 Саксофон тенор Вь";1336
2244;"J.Keilwerth JK2101-8-0 Саксофон-альт Eb ""ST90 IV""";1332
2245;"J.Keilwerth JK3101-8-0 Саксофон-тенор Bb";1334
2246;"J.Keilwerth JK1300-8DL-0 Сопрано саксофон Bb";1335
2247;"J.Keilwerth JK2400-8-0 Саксофон-альт Eb ""SX90""";1330
2248;"J.Keilwerth JK1100-8-0 Саксофон-сопрано Bb";1333
2249;"Brasspire Unicorn J. Michael SPC-700 Саксофон сопрано (curved) Bb";1088
2250;"Brasspire Unicorn J. Michael SP-650 Саксофон сопрано Bb";1087
2251;"J. Michael AL-500 Саксофон альт Eb";1082
2252;"J. Michael AL-800B Саксофон альт Eb, черный никель";1084
2253;"J. Michael TN-900 Саксофон тенор Bb";1089
2254;"J. Michael AL-780 Саксофон альт Eb";1083
2255;"J. Michael AL-980GM Саксофон альт Eb";1085
2256;"Brasspire Unicorn J. Michael BPAL-1100AG Саксофон альт Eb";1086
2257;"Pierre Cesar M708A Саксофон сопрано Bb";1364
2258;"Pierre Cesar M1106A Conductor Саксофон тенор Bb";1362
2259;"Pierre Cesar M1105BPP Саксофон альт Eb";1361
2260;"Pierre Cesar M1105B (GL) Саксофон альт";1360
2261;"Jupiter JTS-587GL Саксофон тенор Bb";1116
2262;"Jupiter JAS-969GL Саксофон альт Eb серии ""Artist""";1115
2263;"Pierre Cesar M1106B Саксофон тенор Bb";1363
2264;"Jupiter JAS-567GL Саксофон альт Eb";1114
2265;"Roy Benson SS-115 Саксофон-сопрано Bb";1453
2266;"Roy Benson AS-201 Саксофон-альт Eb, детский";1454
2267;"Roy Benson SS-302 Саксофон-сопрано Bb";1357
2268;"Roy Benson AS-202 Саксофон-альт Eb";1355
2269;"Roy Benson AS-302 Саксофон-альт Eb";1458
2270;"Roy Benson AS-202G Саксофон-альт Eb";1455
2271;"Roy Benson TS-302 Саксофон-тенор Bb, полупрофессиональный";1459
2272;"Roy Benson AS-202R Саксофон-альт Eb";1456
2273;"Prelude by Conn-Selmer AS-710 Саксофон альт Eb";1337
2274;"Roy Benson AS-202A Саксофон-альт Eb";1457
2275;"Roy Benson BS-302 Саксофон-баритон Eb";1356
2278;"Prelude by Conn-Selmer TS-710 Саксофон тенор Bb";1343
2279;"Selmer AS-500 Саксофон альт Eb";1338
2280;"Selmer AS-600L «Aristocrat» Саксофон-альт Eb";1340
2281;"Selmer SS-600 Саксофон сопрано Bb";1342
2282;"Selmer TS-600L «Aristocrat» Саксофон тенор Bb";1345
2283;"Selmer AS-500S Саксофон альт Eb";1339
2284;"Selmer BS-500 Саксофон-баритон Eb";1341
2285;"Selmer TS-500 Саксофон тенор Bb";1344
2286;"Selmer ALTO-SIII-JUBILE-GG (2313030076) Cаксофон альт Eb ""SERIE III Jubilee""";1350
2287;"Selmer SA80II-GG ""Super Action 80 SERIE II"" Jubilee (2312020076) Саксофон сопрано Bb";1347
2288;"Yamaha YAS-62 Саксофон альт Eb";1629
2289;"Selmer ALTO-SERIE-III-GG-Firebird (2313030069) Cаксофон альт Eb ""SERIE III""";1349
2290;"Yamaha YTS-480 Саксофон тенор Bb";1632
2291;"Yamaha YTS-62 Саксофон тенор Bb";1631
2292;"Yamaha YBS-62-II Саксофон баритон Eb";1630
2293;"Trevor James TJ 3722G Саксофон альт Eb";1346
2294;"Manhasset 1340 Держатель сурдины для тромбона";1044
2295;"Konig&Meyer 15900-000-55 Держатель для сурдин";1038
2298;"DW5571 Denis Wick Сурдина для трубы “straight”";420
2300;"Hercules HA100 Держатель для 4-х сурдин";1045
2301;"DW5572 Denis Wick Сурдина для тенор-тромбона";414
2302;"Сурдина для трубы BACH 1860  STRAIGHT";392
2303;"Manhasset 1320 Держатель сурдины для трубы";1043
2304;"Сурдина для тромбона BACH 1862 STRAIGHT";396
2305;"Сурдина для трубы BACH 1861 Cup Mute";393
2306;"Sshhmute Trumpet/Cornet Practice Mute Cурдина для трубы или корнета";1916
2308;"Сурдина для трубы BACH 1857";391
2375;"Vacchiano L3000C «Straight» Сурдина для трубы или корнета";465
2376;"DW5510 Denis Wick Сурдина для трубы “plunger”";419
2378;"Vacchiano L3000 «Straight» Сурдина для трубы или корнета";464
2379;"HUMES&BERG (США) 114 PHILHARMONIC STRAIGHT  Сурдина для трубы";431
2380;"Tom Crown 30PTPM Сурдина для трубы пикколо";462
2381;"Tom Crown 30PT ""straight"" Сурдина для трубы пикколо";460
2382;"Humes&Berg 108 Velvet-tone 4"" Сурдина для трубы";1830
2384;"Alessi Vacchiano 3002 STRAIGHT MUTE Сурдина для тенор тромбона";467
2385;"Сурдина для тромбона BACH 1863 Cup Mute";397
2386;"Humes&Berg New Stone Lined Short Fiber Straight 156 Сурдина для тромбона";1823
2387;"HUMES&BERG (США) 126 SYMPHONIC STRAIGHT Сурдина для тенор тромбона";430
2388;"Sshhmute Tenor Trombone Mk II Practice Mute Cурдина для тенор тромбона";1915
2389;"DW5511 Denis Wick Сурдина для тенор-тромбона “plunger”";412
2390;"Sshhmute Bass Trombone Practice Mute Cурдина для бас тромбона";1912
2391;"DW5522 Denis Wick “straight” Сурдина для альт-тромбона или флюгельгорна";403
2398;"Sshhmute French Horn Practice Mute Cурдина для валторны";1914
2399;"DW5525 Denis Wick straight mute Сурдина для валторны";409
2401;"DW5524 Denis Wick Сурдина для валторны “straight”";407
2402;"DW5554 Denis Wick  Сурдина для валторны Wooden";408
2403;"Alexander 22309330001 Don Maslet Сурдина для валторны";471
2404;"Jo-Ral FR1A STRAIGHT Сурдина для валторны ";435
2405;"Alexander 22305790003 Сурдина для валторны";469
2406;"Alexander 22300970006 Engemann Сурдина для валторны";468
2407;"DW5566 Denis Wick Сурдина прямая (straight)  для тубы ВВb";428
2409;"DW5519  Denis Wick Сурдина Practice для тубы";427
2411;"Brahner BRN-200 Тенор Bb";1388
2412;"Brahner BRN-201NP Тенор Bb";1389
